Approved Symbol	Approved Name	Previous Symbols	Synonyms	Name Synonyms	Pubmed IDs	CCDS IDs	UniProt ID(supplied by UniProt)
TAAR1	trace amine associated receptor 1	TRAR1	TAR1, TA1		11459929, 15718104	CCDS5158	Q96RJ0
TAAR2	trace amine associated receptor 2	GPR58			10684976, 15718104	CCDS34541, CCDS5157	Q9P1P5
TAAR3	trace amine associated receptor 3 (gene/pseudogene)	GPR57			10684976, 14559210, 15718104, 15891052, 19325074		Q9P1P4
TAAR4P	trace amine associated receptor 4, pseudogene				15718104		
TAAR5	trace amine associated receptor 5		PNR		9464258, 15718104	CCDS5156	O14804
TAAR6	trace amine associated receptor 6	TRAR4	TA4		11459929, 15718104	CCDS5155	Q96RI8
TAAR7P	trace amine associated receptor 7, pseudogene				15718104		
TAAR8	trace amine associated receptor 8	GPR102, TRAR5	TA5, TAR5		11574155, 15718104	CCDS5154	Q969N4
TAAR9	trace amine associated receptor 9 (gene/pseudogene)	TRAR3	TA3, TAR3		15718104	CCDS75520	Q96RI9
TAB1	TGF-beta activated kinase 1/MAP3K7 binding protein 1	MAP3K7IP1		"TAK1-binding protein 1", "mitogen-activated protein kinase kinase kinase 7 interacting protein 1"	8638164, 10187861	CCDS13992, CCDS13993	Q15750
TAB2	TGF-beta activated kinase 1/MAP3K7 binding protein 2	MAP3K7IP2	KIAA0733		9872452, 10882101	CCDS5214	Q9NYJ8
TAB3	TGF-beta activated kinase 1/MAP3K7 binding protein 3	MAP3K7IP3		"TAK1 binding protein 3"	14633987, 14670075	CCDS14226	Q8N5C8
TAB3-AS1	TAB3 antisense RNA 1	CXorf29	OTTHUMG00000021331				
TAB3-AS2	TAB3 antisense RNA 2						
TAB3P1	TGF-beta activated kinase 1/MAP3K7 binding protein 3 pseudogene 1						
TAC1	tachykinin, precursor 1	TAC2, NKNA	NPK	"substance K", "substance P", "neurokinin 1", "neurokinin 2", "neuromedin L", "neurokinin alpha", "neuropeptide K", "neuropeptide gamma", "preprotachykinin"	1708336	CCDS5649, CCDS5650, CCDS5651	P20366
TAC3	tachykinin 3	NKNB	ZNEUROK1, NKB	"preprotachykinin-B"	3479225, 10866201	CCDS8928, CCDS53803	Q9UHF0
TAC4	tachykinin 4 (hemokinin)		HK-1, Pptc, PPT-C		11062498, 12383518	CCDS42357, CCDS42358, CCDS42359, CCDS42360, CCDS45727	Q86UU9
TACC1	transforming, acidic coiled-coil containing protein 1					CCDS6109, CCDS47845, CCDS55224	O75410
TACC1P1	transforming, acidic coiled-coil containing protein 1 pseudogene 1						
TACC2	transforming, acidic coiled-coil containing protein 2		AZU-1		14767476	CCDS7625, CCDS7626, CCDS7627, CCDS7628, CCDS76348, CCDS76349, CCDS76351, CCDS76352	O95359
TACC3	transforming, acidic coiled-coil containing protein 3		ERIC1		17675670	CCDS3352	Q9Y6A5
TACO1	translational activator of mitochondrially encoded cytochrome c oxidase I	CCDC44			19503089	CCDS11640	Q9BSH4
TACR1	tachykinin receptor 1	TAC1R	SPR, NK1R, NKIR		1657150	CCDS1958, CCDS46345	P25103
TACR2	tachykinin receptor 2	TAC2R, NKNAR	SKR, NK2R			CCDS7293	P21452
TACR3	tachykinin receptor 3		NK3R	"neurokinin beta receptor"	1374246	CCDS3664	P29371
TACSTD2	tumor-associated calcium signal transducer 2	M1S1	TROP2, GA733-1, EGP-1		8382772, 11306819	CCDS609	P09758
TADA1	transcriptional adaptor 1	TADA1L	STAF42, ADA1, hADA1, HFI1		11564863	CCDS1255	Q96BN2
TADA2A	transcriptional adaptor 2A	TADA2L	ADA2, hADA2, ADA2A		8552087	CCDS11319, CCDS45656	O75478
TADA2B	transcriptional adaptor 2B		MGC21874		12972612, 18936164	CCDS47007	Q86TJ2
TADA3	transcriptional adaptor 3	TADA3L	FLJ20221, FLJ21329, ADA3, hADA3, NGG1		9674425, 11707411	CCDS2583, CCDS2584	O75528
TAF1	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa	TAF2A, BA2R, CCG1, CCGS, DYT3	NSCL2, TAFII250, KAT4, DYT3/TAF1		3556424, 12928496, 17952504	CCDS14412, CCDS35325, CCDS69783	P21675
TAF1A	TATA box binding protein (TBP)-associated factor, RNA polymerase I, A, 48kDa		TAFI48, SL1		7801123	CCDS1531, CCDS1532	Q15573
TAF1A-AS1	TAF1A antisense RNA 1						
TAF1B	TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kDa		TAFI63, SL1, RAF1B, RAFI63		7801123	CCDS33143	Q53T94
TAF1C	TATA box binding protein (TBP)-associated factor, RNA polymerase I, C, 110kDa		TAFI110, TAFI95, SL1, MGC:39976		7801123	CCDS32496, CCDS45535, CCDS58488, CCDS58489	Q15572
TAF1D	TATA box binding protein (TBP)-associated factor, RNA polymerase I, D, 41kDa	JOSD3	MGC5306, TAF(I)41		15520167, 17318177	CCDS8293	Q9H5J8
TAF1L	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210kDa-like				12217962	CCDS35003	Q8IZX4
TAF2	TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa	TAF2B	TAFII150, CIF150		9774672, 9418870	CCDS34937	Q6P1X5
TAF3	TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa		TAF140, TAFII140		11438666, 18549481	CCDS41487	Q5VWG9
TAF4	TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa	TAF4A, TAF2C1, TAF2C	TAFII130, TAFII135		8942982, 9192867	CCDS33500	O00268
TAF4B	TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa	TAF2C2	TAFII105	"TATA box binding protein (TBP)-associated factor 4B"	8858156, 10849440	CCDS42421, CCDS77170	Q92750
TAF5	TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa	TAF2D	TAFII100		8884287, 8942982	CCDS7547	Q15542
TAF5L	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa		PAF65B	"PCAF associated factor 65 beta"	9674425, 11124703	CCDS1581, CCDS31051	O75529
TAF5LP1	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa pseudogene 1	TAF5LP	HsT33855				
TAF6	TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa	TAF2E	TAFII70, TAFII80, MGC:8964, TAFII85	"TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80 kD", "transcription initiation factor TFIID 70 kD subunit"	826207	CCDS5686, CCDS55135	P49848
TAF6L	TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa		PAF65A		9674425	CCDS8035	Q9Y6J9
TAF7	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa	TAF2F	TAFII55		7824954	CCDS4259	Q15545
TAF7L	TAF7-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 50kDa	TAF2Q	CT40	"cancer/testis antigen 40"	11279525	CCDS35347, CCDS55466	Q5H9L4
TAF8	TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 43kDa	TBN	FLJ32821, TAF(II)43			CCDS43462	Q7Z7C8
TAF9	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa	TAF2G	TAFII31, TAFII32, TAFIID32, MGC5067, CGI-137, MGC1603, MGC3647, AD-004		10191103, 15630091, 16079131	CCDS4001, CCDS4002, CCDS43324	Q16594
TAF9B	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa	TAF9L	TAFII31L, DN-7, DN7, TFIID-31		15899866	CCDS35340	Q9HBM6
TAF9BP1	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa pseudogene 1						
TAF9BP2	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa pseudogene 2						
TAF9P1	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa pseudogene 1				12815422		
TAF9P2	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa pseudogene 2				12815422		
TAF9P3	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa pseudogene 3		TAF2GL		10191103		
TAF10	TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa	TAF2H, TAF2A	TAFII30		7923369	CCDS7769	Q12962
TAF11	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa	TAF2I	TAFII28		7729427, 8820923	CCDS4797, CCDS59014	Q15544
TAF12	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa	TAF2J	TAFII20		7729427	CCDS326	Q16514
TAF13	TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 18kDa	TAF2K	TAFII18		7729427	CCDS30788	Q15543
TAF13P1	TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor pseudogene 1	TAF13P					
TAF13P2	TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 18kDa pseudogene 2						
TAF15	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa	TAF2N	hTAFII68, RBP56, Npl3		8954779, 9795213	CCDS32623, CCDS59279	Q92804
TAGAP	T-cell activation RhoGTPase activating protein		FLJ32631, IDDM21, ARHGAP47		16375659, 18311140, 18356936	CCDS5261, CCDS5262, CCDS5263	Q8N103
TAGLN	transgelin		SM22, WS3-10, TAGLN1, SMCC, DKFZp686P11128	"SM22-alpha", "transgelin variant 2"	8117285, 1520290	CCDS8381	Q01995
TAGLN2	transgelin 2		KIAA0120, HA1756	"SM22-alpha homolog"	9693045	CCDS1189, CCDS60314	P37802
TAGLN2P1	transgelin 2 pseudogene 1						
TAGLN2P2	transgelin 2 pseudogene 2						
TAGLN3	transgelin 3		NP25, NP22		8015377, 11238712	CCDS33816	Q9UI15
TAL1	T-cell acute lymphocytic leukemia 1	TCL5	SCL, bHLHa17		2740341	CCDS547	P17542
TAL2	T-cell acute lymphocytic leukemia 2		bHLHa19		1763056	CCDS6767	Q16559
TALDO1	transaldolase 1				9339383	CCDS7712	P37837
TALDO1P1	transaldolase 1 pseudogene 1	TALDO, TALDOP1	TAL-H		8300619		
TAMM41	TAM41 mitochondrial translocator assembly and maintenance homolog	C3orf31	MGC16471, DKFZp434E0519		16943180, 19237595	CCDS2607, CCDS68345	Q96BW9
TANC1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1		KIAA1728, ROLSB	"rolling pebbles homolog B (Drosophila)"	15673434	CCDS42766	Q9C0D5
TANC2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2		DKFZP564D166, FLJ10215, FLJ11824, KIAA1148, KIAA1636, rols, ROLSA	"rolling pebbles homolog B (Drosophila)"		CCDS45754	Q9HCD6
TANGO2	transport and golgi organization 2 homolog	C22orf25	DKFZp761P1121		12477932	CCDS13772, CCDS63404, CCDS63405, CCDS63406, CCDS63407, CCDS74821, CCDS74822	Q6ICL3
TANGO6	transport and golgi organization 6 homolog	TMCO7	FLJ12688, KIAA1746		11214970	CCDS45516	Q9C0B7
TANK	TRAF family member-associated NFKB activator	TRAF2	I-TRAF		8710854, 8855313	CCDS2215, CCDS46436	Q92844
TAOK1	TAO kinase 1		KIAA1361, MARKK, PSK2, MAP3K16, FLJ14314, TAO1		10718198, 14517247	CCDS32601, CCDS56024	Q7L7X3
TAOK2	TAO kinase 2		TAO1, KIAA0881, PSK, PSK1, TAO2, MAP3K17		10048485, 9786855	CCDS10662, CCDS10663, CCDS58448	Q9UL54
TAOK3	TAO kinase 3		JIK, DPK, MAP3K18		10559204, 10924369	CCDS9188	Q9H2K8
TAP1	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)	ABCB2	PSF1, RING4, D6S114E		1529427, 1946428	CCDS4758	Q03518
TAP2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)	ABCB3	PSF2, RING11, D6S217E		1529427, 1946428, 16395595	CCDS4755, CCDS78129	Q03519
TAPBP	TAP binding protein (tapasin)		TAPA		9238042	CCDS34426, CCDS34427, CCDS34428, CCDS34427, CCDS34428	O15533
TAPBPL	TAP binding protein-like		TAPBP-R, FLJ10143, TAPBPR		11920573	CCDS8546	Q9BX59
TAPT1	transmembrane anterior posterior transformation 1		FLJ90013		17151244	CCDS47030	Q6NXT6
TAPT1-AS1	TAPT1 antisense RNA 1 (head to head)		FLJ39653				
TAPVR1	total anomalous pulmonary venous return 1						
TARBP1	TAR (HIV-1) RNA binding protein 1		TRP-185, TRM3	"tRNA methyltransferase 3 homolog (S. cerevisiae)"	1936997	CCDS1601	Q13395
TARBP2	TAR (HIV-1) RNA binding protein 2				2011739	CCDS8861, CCDS41791	Q15633
TARBP2P	TAR (HIV-1) RNA binding protein 2 pseudogene		TRBP		2011739		
TARDBP	TAR DNA binding protein		TDP-43, ALS10		7745706	CCDS122	Q13148
TARDBPP1	TAR DNA binding protein pseudogene 1	TARDBPL	bA318P23.1				
TARDBPP2	TAR DNA binding protein pseudogene 2						
TARID	TCF21 antisense RNA inducing promoter demethylation	EYA4-AS1			25087872		
TARM1	T cell-interacting, activating receptor on myeloid cells 1					CCDS46173	B6A8C7
TARS	threonyl-tRNA synthetase			"threonine tRNA ligase 1, cytoplasmic"		CCDS3899, CCDS58943	P26639
TARS2	threonyl-tRNA synthetase 2, mitochondrial (putative)	TARSL1	FLJ12528	"threonine tRNA ligase 2, mitochondrial"		CCDS952, CCDS60251, CCDS60252	Q9BW92
TARS2P1	threonyl-tRNA synthetase 2, mitochondrial pseudogene						
TARSL2	threonyl-tRNA synthetase-like 2		FLJ25005			CCDS10394	A2RTX5
TAS1R1	taste receptor, type 1, member 1	GPR70	T1R1, TR1			CCDS81, CCDS82	Q7RTX1
TAS1R2	taste receptor, type 1, member 2	GPR71	T1R2, TR2			CCDS187	Q8TE23
TAS1R3	taste receptor, type 1, member 3		T1R3		11319557	CCDS30556	Q7RTX0
TAS2R1	taste receptor, type 2, member 1		T2R1, TRB7		10761934, 10766242	CCDS3876	Q9NYW7
TAS2R2P	taste receptor, type 2, member 2, pseudogene	TAS2R2	T2R02, T2R2				
TAS2R3	taste receptor, type 2, member 3		T2R3			CCDS5867	Q9NYW6
TAS2R4	taste receptor, type 2, member 4		T2R4		10761934, 10761935	CCDS5868	Q9NYW5
TAS2R5	taste receptor, type 2, member 5		T2R5			CCDS5869	Q9NYW4
TAS2R6P	taste receptor, type 2, member 6, pseudogene	TAS2R6	T2R06, T2R6				
TAS2R7	taste receptor, type 2, member 7		T2R7, TRB4		10761934, 10766242	CCDS8631	Q9NYW3
TAS2R8	taste receptor, type 2, member 8		T2R8, TRB5		10761934, 10766242	CCDS8632	Q9NYW2
TAS2R9	taste receptor, type 2, member 9		T2R9, TRB6		10761934, 10766242	CCDS8633	Q9NYW1
TAS2R10	taste receptor, type 2, member 10		T2R10, TRB2		10761934, 10766242	CCDS8634	Q9NYW0
TAS2R12P	taste receptor, type 2, member 12, pseudogene	TAS2R12	T2R12				
TAS2R13	taste receptor, type 2, member 13		T2R13, TRB3		10761934, 10766242	CCDS8635	Q9NYV9
TAS2R14	taste receptor, type 2, member 14		T2R14, TRB1		10761934, 10766242	CCDS8637	Q9NYV8
TAS2R15P	taste receptor, type 2, member 15, pseudogene	TAS2R15	T2R15, PS8				
TAS2R16	taste receptor, type 2, member 16		T2R16		10761934	CCDS5785	Q9NYV7
TAS2R18P	taste receptor, type 2, member 18, pseudogene	TAS2R65P, TAS2R18	T2R18, TAS2R65				
TAS2R19	taste receptor, type 2, member 19	TAS2R48, TAS2R23	T2R19, T2R23			CCDS8640	P59542
TAS2R20	taste receptor, type 2, member 20	TAS2R49	T2R20, T2R56			CCDS8639	P59543
TAS2R22	taste receptor, type 2, member 22		T2R22				
TAS2R30	taste receptor, type 2, member 30	TAS2R47	T2R30			CCDS53750	P59541
TAS2R31	taste receptor, type 2, member 31	TAS2R44	T2R31, T2R53			CCDS53747	P59538
TAS2R33	taste receptor, type 2, member 33		T2R33				
TAS2R36	taste receptor, type 2, member 36		T2R36				
TAS2R37	taste receptor, type 2, member 37		T2R37				
TAS2R38	taste receptor, type 2, member 38	PTC	T2R61		12624758, 12584440	CCDS34765	P59533
TAS2R39	taste receptor, type 2, member 39				12379855	CCDS47729	P59534
TAS2R40	taste receptor, type 2, member 40	GPR60			12379855	CCDS43662	P59535
TAS2R41	taste receptor, type 2, member 41		T2R59		12379855	CCDS43663	P59536
TAS2R42	taste receptor, type 2, member 42		T2R24, T2R55, hT2R55, TAS2R55		12679530	CCDS31747	Q7RTR8
TAS2R43	taste receptor, type 2, member 43		T2R52		12379855	CCDS53749	P59537
TAS2R45	taste receptor, type 2, member 45	GPR59	ZG24P		12379855		P59539
TAS2R46	taste receptor, type 2, member 46		T2R54		12379855	CCDS53748	P59540
TAS2R50	taste receptor, type 2, member 50		T2R51		12379855, 12584440, 16175505	CCDS8638	P59544
TAS2R60	taste receptor, type 2, member 60		T2R60		12584440	CCDS5885	P59551
TAS2R62P	taste receptor, type 2, member 62, pseudogene		T2R62, TAS2R62		12584440		
TAS2R63P	taste receptor, type 2, member 63, pseudogene				12584440		
TAS2R64P	taste receptor, type 2, member 64, pseudogene		T2R64, T2R64P		12584440		
TAS2R67P	taste receptor, type 2, member 67 pseudogene						
TAS2R68P	taste receptor, type 2, member 68 pseudogene		T2R68P, PS7		15744053, 15496549, 12679530		
TASP1	taspase, threonine aspartase, 1	C20orf13	FLJ20212, dJ585I14.2		14636557	CCDS13116	Q9H6P5
TAT	tyrosine aminotransferase					CCDS10903	P17735
TAT-AS1	TAT antisense RNA 1						
TATDN1	TatD DNase domain containing 1		CDA11		12477932	CCDS6351, CCDS55273	Q6P1N9
TATDN1P1	TatD DNase domain containing 1 pseudogene 1						
TATDN2	TatD DNase domain containing 2		KIAA0218		9039502	CCDS33698	Q93075
TATDN2P1	TatD DNase domain containing 2 pseudogene 1						
TATDN2P2	TatD DNase domain containing 2 pseudogene 2						
TATDN2P3	TatD DNase domain containing 2 pseudogene 3						
TATDN3	TatD DNase domain containing 3					CCDS31019, CCDS41465, CCDS53475, CCDS53476, CCDS53477	Q17R31
TAX1BP1	Tax1 (human T-cell leukemia virus type I) binding protein 1		TXBP151, CALCOCO3		10435631	CCDS5415, CCDS43561, CCDS56471	Q86VP1
TAX1BP3	Tax1 (human T-cell leukemia virus type I) binding protein 3		TIP-1	"Tax interaction protein 1"	8619474, 10673275	CCDS11032, CCDS73940	O14907
TAZ	tafazzin	CMD3A, EFE2, EFE	BTHS, XAP-2, G4.5	"Barth syndrome"	8042670	CCDS14748, CCDS14749, CCDS14750, CCDS35450	Q16635
TBATA	thymus, brain and testes associated	C10orf27	FLJ32820, spatial		20937703	CCDS7308	Q96M53
TBC1D1	TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1		TBC, TBC1, KIAA1108		10965142, 18258599	CCDS33972, CCDS58897	Q86TI0
TBC1D2	TBC1 domain family, member 2		PARIS1, TBC1D2A, Armus	"prostate antigen recognized and identified by SEREX"		CCDS35080, CCDS59137, CCDS75865	Q9BYX2
TBC1D2B	TBC1 domain family, member 2B		KIAA1055		10470851	CCDS32301, CCDS45314	Q9UPU7
TBC1D3	TBC1 domain family, member 3		TBC1D3A, DKFZp434P2235, PRC17	"prostate cancer gene 17"	12604796, 12359748, 16863688	CCDS45658	Q8IZP1
TBC1D3B	TBC1 domain family, member 3B	TBC1D3I	PRC17		12359748, 16863688	CCDS42300	A6NDS4
TBC1D3C	TBC1 domain family, member 3C		MGC44903		12359748, 16863688	CCDS74045	Q6IPX1
TBC1D3D	TBC1 domain family, member 3D				16863688	CCDS74044	A0A087WVF3
TBC1D3E	TBC1 domain family, member 3E				16863688	CCDS77009	A0A087X179
TBC1D3F	TBC1 domain family, member 3F				16863688		A6NER0
TBC1D3G	TBC1 domain family, member 3G				16863688	CCDS74040	Q6DHY5
TBC1D3H	TBC1 domain family, member 3H				16863688	CCDS45653	P0C7X1
TBC1D3I	TBC1 domain family, member 3I					CCDS74039	A0A087WXS9
TBC1D3J	TBC1 domain family, member 3J						
TBC1D3K	TBC1 domain family, member 3K					CCDS74042	A0A087X1G2
TBC1D3L	TBC1 domain family, member 3L					CCDS74043	B9A6J9
TBC1D3P1	TBC1 domain family, member 3 pseudogene 1						
TBC1D3P1-DHX40P1	TBC1D3P1-DHX40P1 readthrough transcribed pseudogene						
TBC1D3P2	TBC1 domain family, member 3 pseudogene 2						
TBC1D3P3	TBC1 domain family, member 3 pseudogene 3	USP6P1					
TBC1D3P4	TBC1 domain family, member 3 pseudogene 4	USP6P2					
TBC1D3P5	TBC1 domain family, member 3 pseudogene 5						
TBC1D3P6	TBC1 domain family, member 3 pseudogene 6						
TBC1D3P7	TBC1 domain family, member 3 pseudogene 7						
TBC1D4	TBC1 domain family, member 4		KIAA0603, AS160, DKFZp779C0666	"Akt substrate of 160 kDa"	11829485, 11994271, 15304337	CCDS41901, CCDS66563, CCDS66564	O60343
TBC1D5	TBC1 domain family, member 5		KIAA0210		19531583	CCDS33714, CCDS46770	Q92609
TBC1D7	TBC1 domain family, member 7		dJ257A7.3, FLJ32666		11042152, 17646400	CCDS4523, CCDS47376, CCDS58995	Q9P0N9
TBC1D8	TBC1 domain family, member 8 (with GRAM domain)		HBLP1, VRP, AD3	"BUB2-like protein 1", "vascular Rab-GAP/TBC-containing protein"	10373574	CCDS46375	O95759
TBC1D8B	TBC1 domain family, member 8B (with GRAM domain)		FLJ20298, RP11-321G1.1		8889548	CCDS14522, CCDS14523	Q0IIM8
TBC1D9	TBC1 domain family, member 9 (with GRAM domain)		KIAA0882, MDR1		12970790	CCDS47136	Q6ZT07
TBC1D9B	TBC1 domain family, member 9B (with GRAM domain)		KIAA0676		9734811	CCDS4450, CCDS43408	Q66K14
TBC1D10A	TBC1 domain family, member 10A	TBC1D10	EPI64, AC004997.C22.2	"EBP50-PDZ interactor of 64 kD"	11285285, 20404108	CCDS13874, CCDS56227	Q9BXI6
TBC1D10B	TBC1 domain family, member 10B		DKFZP434P1750, Rab27A-GAPbeta, FLJ13130, EPI64B		20404108	CCDS10676	Q4KMP7
TBC1D10C	TBC1 domain family, member 10C		FLJ00332, Carabin, EPI64C		17230191, 20404108	CCDS8162, CCDS58150	Q8IV04
TBC1D12	TBC1 domain family, member 12		KIAA0608		9628581	CCDS41553	O60347
TBC1D13	TBC1 domain family, member 13		FLJ10743		22762500	CCDS6911, CCDS69677	Q9NVG8
TBC1D14	TBC1 domain family, member 14		KIAA1322		10718198	CCDS3394, CCDS47006, CCDS75104	Q9P2M4
TBC1D15	TBC1 domain family, member 15		FLJ12085, DKFZp761D0223		16055087	CCDS31858, CCDS53814, CCDS55849	Q8TC07
TBC1D16	TBC1 domain family, member 16		MGC25062, FLJ20748		23019362	CCDS11766, CCDS62351, CCDS62352, CCDS62353	Q8TBP0
TBC1D17	TBC1 domain family, member 17		FLJ12168		22854040	CCDS12785, CCDS54294	Q9HA65
TBC1D19	TBC1 domain family, member 19		FLJ11082			CCDS3439, CCDS75115	Q8N5T2
TBC1D20	TBC1 domain family, member 20	C20orf140	dJ852M4.2		17901050	CCDS13002	Q96BZ9
TBC1D21	TBC1 domain family, member 21		MGC34741, MgcRabGAP	"male germ cell-specific expressed, containing a RabGAP domain"	21128978	CCDS10252, CCDS66822	Q8IYX1
TBC1D22A	TBC1 domain family, member 22A	C22orf4				CCDS14078, CCDS63511, CCDS63512, CCDS74877	Q8WUA7
TBC1D22A-AS1	TBC1D22A antisense RNA 1						
TBC1D22B	TBC1 domain family, member 22B	C6orf197	FLJ20337, dJ744I24.2			CCDS4832	Q9NU19
TBC1D23	TBC1 domain family, member 23		FLJ11046		22312129	CCDS2936, CCDS56265	Q9NUY8
TBC1D24	TBC1 domain family, member 24	DFNB86	KIAA1171, TLDC6, DFNA65	"TBC/LysM-associated domain containing 6", "skywalker homolog (Drosophila)"	10574461, 24387994, 24729539	CCDS42107, CCDS55980	Q9ULP9
TBC1D25	TBC1 domain family, member 25	OATL1			21383079	CCDS35242	Q3MII6
TBC1D26	TBC1 domain family, member 26		MGC51025		11347906	CCDS42265	Q86UD7
TBC1D27	TBC1 domain family, member 27						
TBC1D28	TBC1 domain family, member 28		FLJ40244			CCDS42273	Q2M2D7
TBC1D29	TBC1 domain family, member 29		DKFZP434O047		12618308	CCDS32606	Q9UFV1
TBC1D30	TBC1 domain family, member 30		KIAA0984		12618308, 17646400	CCDS53813	Q9Y2I9
TBC1D31	TBC1 domain family, member 31	WDR67	MGC21654, Gm85		12477932	CCDS6338, CCDS47916	Q96DN5
TBC1D32	TBC1 domain family, member 32	C6orf171, C6orf170	FLJ30899, dJ310J6.1, FLJ34235, bA57L9.1, BROMI	"broad-minded homolog"	20159594, 24285566	CCDS43501	Q96NH3
TBCA	tubulin folding cofactor A				9653160, 8706133	CCDS4040, CCDS75263, CCDS78024	O75347
TBCAP1	tubulin folding cofactor A pseudogene 1						
TBCAP2	tubulin folding cofactor A pseudogene 2						
TBCAP3	tubulin folding cofactor A pseudogene 3						
TBCB	tubulin folding cofactor B	CKAP1	CG22, CKAPI		8978778	CCDS12488, CCDS74344	Q99426
TBCC	tubulin folding cofactor C		CFC		8706133, 11847227	CCDS4872	Q15814
TBCCD1	TBCC domain containing 1		FLJ10560		12477932	CCDS3276, CCDS75061	Q9NVR7
TBCD	tubulin folding cofactor D					CCDS45818	Q9BTW9
TBCE	tubulin folding cofactor E	KCS, HRD	KCS1, pac2		8706133, 9806825, 12389028	CCDS1605, CCDS73052	Q15813
TBCEL	tubulin folding cofactor E-like	LRRC35	MGC10233		15728251	CCDS31692	Q5QJ74
TBCK	TBC1 domain containing kinase		MGC16169, HSPC302		12471243	CCDS3673, CCDS54788, CCDS54789	Q8TEA7
